;Punjab;Haryana;Rajasthan;Delhi;UP;Uttarakhand;HP;J&K;Chandigarh;Chhattisgarh;Gujarat;MP;Maharashtra;Goa;DNH;Andhra Pradesh;Telangana;Karnataka;Kerala;Tamil Nadu;Pondy;Bihar;Jharkhand;Odisha;West Bengal;Sikkim;Arunachal Pradesh;Assam;Manipur;Meghalaya;Mizoram;Nagaland;Tripura
30.01.2020;126.1;127.1;210.6;94.8;347;37.8;26.июл;42.8;4;100.5;389.4;211.5;501.4;11.авг;18.авг;192;190.1;239.3;87.3;365.4;08.сен;89.7;23.сен;89.3;171.8;01.фев;02.мар;25.апр;02.июн;06.апр;01.сен;02.мар;04.июл
31.01.2020;123.5;126.3;216.6;90;347.1;38.9;26.авг;42.2;03.июл;101.6;383.1;213.7;489.9;11.авг;18.июл;191;187.4;237.8;88.6;361.5;08.сен;90.8;20.июл;91.4;171;01.янв;02.фев;27.авг;02.июн;05.май;2;02.фев;04.июл
01.02.2020;114.7;116.6;213;85.5;340.1;35.7;24.авг;44.2;03.апр;102.5;369;211.1;468.4;11.авг;18.мар;192.4;198.2;223.6;83.3;332.8;08.янв;85.3;24.мар;93.6;164.5;01.янв;2;23.июн;02.май;05.апр;01.июл;02.янв;03.сен
02.02.2020;148.4;147.8;182.5;82.5;322.2;36.3;26.июл;38.8;04.янв;82.8;299.3;172;408.9;12;16.июл;158.5;176;136.3;66.3;268.8;06.авг;94.4;23.фев;79.7;128.2;0.5;02.мар;25.янв;02.май;05.янв;01.июл;02.мар;03.авг
03.02.2020;133.1;135.6;184.7;73.1;311.2;32.2;22.апр;35.2;03.май;79.6;281.6;167.8;371.3;11.фев;14.июн;154.8;164;137.1;68.7;288.2;07.авг;86.3;20.май;77.2;120.5;0.3;2;22;02.мар;05.янв;01.июл;02.янв;04.май
04.02.2020;148.4;148.9;193.7;82.8;325.9;35.4;25.сен;39.9;4;83.7;307.2;173.2;401.5;11.фев;16.июн;158.4;166.7;145.7;72.1;312.9;08.фев;81.3;20.сен;76.7;118.3;0.4;2;23.май;02.апр;05.фев;01.июн;02.янв;04.фев
05.02.2020;154.6;155.6;197.7;83.2;332.7;35.4;27.фев;39.9;04.янв;87.5;327.4;178.6;418.3;11.фев;17.июл;159.6;168.6;153.5;71.7;318.7;08.фев;91.3;23.фев;78.3;128.2;0.6;02.фев;26.янв;02.май;05.июн;01.авг;02.фев;03.авг
13.02.2020;155.3;158.2;201.4;84.9;329.4;34.9;27.авг;40.6;04.янв;88.3;329.8;180.5;414.9;12.июл;17.июл;159.1;165.9;156.5;70.2;323.6;08.апр;93;23.авг;90.7;140.5;0.6;02.июн;29.янв;02.мар;05.июн;01.авг;02.фев;04.янв
14.02.2020;152.6;157.5;202.7;82.5;323.1;35.8;27.июн;40;4;86.9;333.3;178.8;420.2;12.авг;17.июл;160.6;160.2;155.1;68.6;320.9;08.мар;93.6;22.фев;86.2;141.4;0.7;02.апр;27.июн;02.фев;05.июл;01.июл;01.сен;04.апр
15.02.2020;140.8;146;202.3;80.2;316.4;33.4;25.июн;38.6;03.фев;87.7;320.9;178.2;413.6;12.авг;17.июн;162.2;163.9;147.2;62.8;284.9;07.июн;92;24.мар;87.6;139.1;0.5;02.фев;28;02.июн;05.июл;01.июл;02.янв;04.мар
16.02.2020;108.1;123.5;239.9;71;274.4;38.4;29.сен;45.8;03.июн;79.1;320.3;253.2;409;08.авг;17.мар;163.5;179.9;207.6;63.2;285;07.май;71.7;23;71.6;117.9;01.мар;2;23;02.авг;06.апр;01.июл;2;03.май
17.02.2020;112.7;131.5;242.1;68.7;289.2;39.7;30.янв;51.3;04.янв;79;323.3;256;415.4;09.янв;17.май;163.3;182;207.5;59.8;296.5;07.фев;74.6;24.июн;70.4;112.6;01.апр;02.апр;22.янв;02.сен;06.апр;01.июл;02.янв;03.апр
18.02.2020;113.5;131;243.4;71.1;289.2;39.6;30.мар;51.3;03.сен;80;322.5;257;415.3;08.сен;17.апр;161.2;180.5;206;59.9;296.1;07.апр;74.9;24.апр;68.9;108.2;01.апр;02.янв;21.авг;02.авг;06.июл;01.июл;2;03.июн
19.02.2020;113.8;129.9;238.3;71;292.5;40.7;30.июн;52.3;03.авг;84.2;324.8;257.9;414.9;9;17.июл;164.6;182.2;213.3;64.4;293.2;07.июн;78.6;24.авг;68.3;114.2;01.апр;02.янв;22.май;02.сен;06.июн;01.май;02.янв;04.янв
20.02.2020;115;131.2;244;71.4;293.3;40.5;30.апр;53;03.сен;81.3;329.5;258.1;410.9;09.май;17.май;165;183.5;219;66.2;295.2;07.июн;77.4;24.апр;70.8;115.4;01.апр;02.апр;23;02.сен;06.мар;01.авг;02.фев;04.фев
21.02.2020;112.8;130.2;234.2;67.7;291.9;39.4;29.сен;54.2;03.июн;79.3;327.3;259;412.5;09.апр;17.май;162.8;179.3;215.2;67;290.2;07.сен;74.4;24.июн;71.2;114.2;01.апр;02.фев;23.авг;3;06.апр;01.сен;02.мар;4
22.02.2020;107.4;116.6;233.9;65.4;285.5;35.6;27.мар;54.2;03.фев;81.8;315.6;253.7;401.3;09.май;17.мар;161.7;178.7;201.9;60.3;275.1;07.мар;75.7;24.авг;68.3;104.1;01.апр;02.фев;23.апр;02.июл;06.мар;01.сен;02.янв;03.авг
23.02.2020;150.1;156.6;223.1;106.7;380.9;48.5;26.июл;46.4;04.сен;96.3;373.2;208.7;497.2;10.июл;18.апр;196.6;169.7;236.2;84.4;349.6;08.сен;88.1;25.мар;66.7;164;01.фев;01.сен;23;02.мар;05.июн;01.июл;2;04.июн
24.02.2020;156.9;165.3;230.6;110.7;395.5;43;27.апр;45;04.сен;95.4;379.4;209.7;504.1;10.июл;18.май;196.5;174.8;226.9;86.1;343.7;08.июл;92.8;26.июл;74;183.5;01.янв;01.сен;23.сен;02.апр;5;01.авг;2;04.сен
25.02.2020;169.9;169.2;239.3;114.5;408.6;43.6;28.апр;45.8;05.янв;95.2;373.5;210.6;501.8;10.июл;18.май;195.6;174.5;220.8;84;330.9;08.апр;98.6;26.июл;80.3;194.5;01.янв;02.янв;24.май;02.июн;05.мар;01.июн;02.мар;04.май
26.02.2020;168.9;170.7;242;117.1;419.6;43.8;28;47.2;05.апр;97;376.2;213.5;496.2;10.июл;18.мар;201.7;172.5;228.3;83.1;332.9;08.янв;100.3;27.май;82.2;194.6;01.апр;02.фев;23.янв;02.июн;05.май;01.июн;02.мар;04.сен
27.02.2020;152.1;162.2;241.7;117.5;432.3;42.1;28.май;46.4;05.мар;95.4;374.2;217.3;492.4;10.июл;18.янв;205;175;236.2;83.6;342.2;08.июл;105.7;27.апр;83.3;198.5;01.мар;02.янв;23.апр;02.май;05.июл;01.авг;02.янв;05.янв
28.02.2020;152;162;227.1;110.5;424.5;43;28.июн;43.4;04.июл;95;370.7;213.2;491.6;10.июл;18.фев;199.1;167;232.3;84.6;352.7;08.сен;106.1;26.авг;87.7;191.8;01.мар;02.фев;24.апр;02.май;05.фев;01.июн;02.мар;05.янв
29.02.2020;162.4;158.8;205;99.6;414.8;40.7;25.авг;46.5;04.июл;94.1;364.2;206.1;479.3;11.фев;17.сен;194.3;154.8;214.9;78.8;326.3;08.май;105.7;28.сен;83.5;176.8;0.9;01.авг;23.мар;02.июн;04.сен;01.июл;2;04.апр
01.03.2020;108.2;125.7;240.7;73.8;294;40.4;30.авг;52;04.июн;75.2;318.9;238.3;422.9;12.июл;18.июн;161.9;201;213.2;73.7;290.7;07.фев;80.1;24.июн;64.2;106.4;2;02.янв;22.июн;02.июн;06.мар;01.авг;02.фев;03.мар
02.03.2020;112;124.7;242.6;74.5;292.3;40.3;31.мар;49.9;04.июл;75.8;324.5;242.4;437.2;11;18.сен;161.3;209.3;215.4;74.4;291.7;07.апр;79.7;24.фев;66;109.1;02.янв;02.фев;22.апр;02.июн;06.апр;01.июл;02.фев;03.май
03.03.2020;112.6;120.2;239;74.7;269.2;40.1;27.сен;51.9;04.июл;74.2;320.9;227.7;436.9;10.апр;18.сен;166.8;209.4;216.7;66.7;298.3;06.сен;79.5;25.июн;64.6;106.8;02.янв;02.янв;22;02.июн;06.май;01.авг;02.фев;03.сен
04.03.2020;113.5;126.5;231.5;77.5;276.6;38;28.авг;53.8;04.июл;69.7;317.8;231.1;428.4;13.май;19;168.6;212.1;225.6;73;298.3;06.апр;70.5;23.сен;65.2;109.6;2;02.фев;23;02.июл;06.апр;01.авг;02.мар;03.апр
05.03.2020;113;129.7;243.4;79.7;295.1;40.1;30.2;53.2;04.июн;67.7;313.9;236.6;427;13.апр;17.июн;171.5;210.3;226.8;73.4;298.5;07.мар;80.2;24.апр;65.4;110.9;2;02.фев;22.апр;02.июл;06.май;01.июн;02.фев;04.янв
13.03.2020;111.8;128.5;237.6;72.7;288.3;40.7;30.мар;52.5;04.апр;72.9;327.6;239.8;434.1;13.июн;18.июн;171.3;212.3;222.3;70.9;298.1;07.фев;79.9;24.июн;65.2;110;2;02.апр;23.янв;02.июл;06.мар;01.июн;02.апр;03.июн
14.03.2020;103.6;114.1;240.4;69.3;288;37.2;28.апр;47.6;4;74.7;326.9;243.1;425.1;12.фев;18.авг;170.8;210.1;207.3;63.2;279.3;06.июл;82.1;24;65;103.3;01.июл;02.мар;21.июн;02.июн;06.апр;01.май;02.мар;03.май
15.03.2020;284.4;205.8;220.9;126.4;403;45.1;29.сен;41.9;06.май;81.1;322.7;157.7;386.3;10;18.июн;169.3;152.5;191.5;72.8;347.2;09.май;107.8;23.апр;81;177.9;01.фев;02.фев;34;02.июн;05.авг;2;02.фев;05.июн
16.03.2020;271.4;210.4;218.1;122.3;364.9;44.2;29.сен;41;6;77.9;321.8;154.9;382.6;10;18.июн;179.4;150.4;183.5;72.7;336.3;09.май;101.6;22.июн;79.7;161.8;1;02.янв;30.сен;02.мар;05.июн;01.июл;2;05.фев
17.03.2020;270;199.5;201.3;119.6;377.9;42.2;25;43;05.июн;79;305.1;157.1;367.1;10.май;17.мар;175.1;147.3;172.9;65.4;317.2;08.июл;83.7;21.май;80.6;144.9;0.8;02.фев;26.авг;02.апр;05.сен;01.апр;02.янв;04.мар
18.03.2020;291.7;214.9;218.1;130.2;368.4;43.9;28.янв;44.1;06.май;82.5;331.7;160.3;392.3;11.июн;18.фев;182.5;155.9;188.5;69.2;336.8;08.сен;78.9;23.май;84;164.1;1;02.май;27.июн;02.мар;05.июн;01.июл;02.мар;04.май
19.03.2020;268.9;207.9;225.8;113.4;325.6;41.9;28.фев;40.8;6;83.4;340.4;165.3;402.8;11.июн;18.июн;188.4;164.2;195.2;68.6;338.4;08.мар;69.9;23.фев;85.1;170.8;01.мар;02.мар;28.июл;02.май;6;01.авг;02.мар;04.июн
20.03.2020;262.6;210.1;239.7;127.8;318.3;43.9;29.авг;42;05.сен;87.3;344.5;174.2;403.7;11.июн;18.июл;185.9;166.6;188.8;66.1;327.8;08.фев;76.5;22.авг;89.5;168.6;01.янв;02.фев;27.янв;02.июн;06.апр;01.июл;02.фев;04.июн
21.03.2020;244.6;214.6;242.6;135.5;313.4;40.3;29;42.4;05.май;91.8;354.4;180.9;403.8;11.июн;18.июл;187.1;163.8;190;67.2;327.2;08.янв;59.2;22.июн;88.3;164.9;01.фев;02.мар;27.фев;02.апр;05.мар;01.июл;02.фев;04.май
22.03.2020;73.9;74.2;146.2;44.3;236.8;18.апр;11.сен;40.7;02.фев;70.5;231.4;164.4;376.6;06.авг;01.авг;162;188.2;214.5;65.5;245.5;04.апр;74.6;22.июл;69.1;140.1;1;01.май;19.янв;02.мар;03.май;01.май;02.янв;03.апр
23.03.2020;75.8;75.8;149.5;45.8;241.4;18.май;12.апр;40.6;02.фев;73.8;240.2;166.2;377.2;07.апр;01.сен;164.1;179.5;199.8;64.7;247;04.май;73.4;22.июл;71.4;134.7;01.мар;01.май;20.апр;02.апр;03.июн;01.май;02.янв;4
24.03.2020;69.6;73.2;148.6;47.6;249;19.янв;12.июн;43.4;02.мар;74.2;242.8;169;381.2;07.мар;01.сен;160.3;164.2;182;62.8;235.1;04.июн;76.5;22.сен;69.4;139.9;01.апр;01.май;20.мар;02.мар;03.май;01.май;2;4
25.03.2020;72.4;70.3;150.1;46.1;248;19.май;13.мар;42.9;02.мар;72.4;241.1;168.2;378.2;07.фев;2;155.6;165.4;187.8;63.8;237.5;04.июл;79.1;20.май;63.8;136.4;01.фев;02.янв;20.янв;02.фев;03.июн;01.июн;02.янв;04.май
26.03.2020;74;73.8;150.6;47.5;252.4;19.июл;13.янв;41.2;02.мар;77.2;243.8;171.8;383.2;07.фев;2;130.6;167.8;186.6;64.2;224.4;04.июн;82.8;21;63;124.2;1;2;18.фев;02.авг;03.мар;01.июн;02.фев;03.апр
27.03.2020;75.9;76.7;155.5;48.4;260.3;20.мар;13.фев;41.7;02.мар;75.1;246;174;383.1;06.июн;02.янв;139.7;165.5;184.1;62.9;207.8;04.июн;83.2;22.мар;69.4;137.3;01.янв;01.апр;12.фев;02.янв;03.июл;01.май;02.янв;03.авг
28.03.2020;77.7;79.3;158.3;50.1;265.9;20.янв;13;43.7;02.мар;76;247.4;176.4;387.1;06.сен;02.фев;148.7;168.9;197.1;66.8;222.7;04.июл;84.4;22.июн;70.5;142.5;01.фев;01.июл;17.май;02.янв;03.июл;01.май;02.янв;03.сен
29.03.2020;106.4;115.6;212.7;66.3;274.4;32.6;26.апр;43.6;03.май;75.7;284.8;189.7;388.4;12.янв;17.июл;164;156.4;159.9;66.9;264.6;06.сен;79.4;23.июн;78.9;125;1;02.янв;24.мар;02.май;05.авг;01.июн;02.мар;04.янв
30.03.2020;106.4;118;215.9;66.4;270.5;34.4;27.фев;43.3;03.май;75;289.3;196.9;395.1;12.июл;17.июн;167.9;159.5;165.2;69.4;283.1;07.янв;75.1;24;75.9;128.1;01.фев;2;25.апр;02.июн;05.авг;01.июн;02.мар;4
31.03.2020;106.7;119.6;218.6;67.6;272.9;34.2;27.сен;40.1;03.май;75.9;293.8;203.4;400.2;12.июл;18;173.5;162.4;171.6;71;295.3;7;74;24;74.4;125.3;01.мар;02.фев;24.май;02.май;6;01.июл;02.янв;04.янв
01.04.2020;95.3;112.8;207.9;65.5;265.5;34.8;26.май;17.авг;03.май;74.8;285.2;199.3;397.7;12.июл;18.янв;173.5;159.2;171.4;70.7;295;07.фев;74.4;23.июл;71.2;118.6;01.янв;2;24.сен;02.май;05.июл;01.июл;2;04.фев
02.04.2020;99;114.7;210.7;64.9;265.7;34;27.фев;18.сен;03.апр;73.8;285.4;196.2;387.1;12.июн;17.сен;171;161.8;168.5;71.5;289.9;07.июн;74.6;23.сен;66.3;117.2;01.мар;02.янв;24.авг;02.апр;6;2;02.фев;03.авг
03.04.2020;101.7;114.3;215.6;61.4;270.7;34.5;27.апр;24.май;03.мар;70.9;292.8;202.3;389;12.фев;17.сен;164.9;157.3;166.9;69.6;281.2;07.июн;75.7;23.апр;60.4;99.6;01.мар;2;24.фев;02.мар;06.апр;02.янв;02.фев;03.апр
04.04.2020;94.2;102.6;211.3;59.6;260.4;31.май;25.сен;31.мар;3;72.5;287.8;204.4;378.3;12.фев;17.май;165.1;155.8;155.8;62.4;262.4;7;75.8;23.апр;72;91.1;1;2;22.май;02.мар;06.мар;01.июн;2;02.авг
05.04.2020;99.2;107.6;225.1;62;247.7;33.6;27.июл;48.5;03.янв;89.5;317.1;210.6;435;11.янв;17.сен;190;220.9;237.1;76.4;334.5;8;67.6;22.авг;88.8;119.2;01.июн;02.фев;23.июн;02.май;06.май;01.июн;02.янв;03.апр
13.04.2020;102.9;116.5;225.9;63.2;252.8;34.6;28.фев;48.4;3;93.2;327;216.8;443;11.янв;18.янв;192.6;225.7;239.4;78.9;343.9;08.май;71.9;23.июл;81.4;120.3;01.май;02.мар;21.май;02.июн;06.апр;01.авг;02.фев;03.фев
14.04.2020;107.7;121.2;226;63.8;258.1;35.8;29.мар;46.9;03.мар;93;330.1;218.2;441.4;11.янв;18.апр;193;218.5;242.5;79.2;344.3;8;71.4;23.май;79;121.8;01.июн;02.фев;21.янв;02.июн;06.апр;01.июл;2;03.фев
15.04.2020;112.8;125.1;233;63.3;262.7;36.4;28.фев;46;03.янв;94.4;336.8;219.5;443;11.янв;18.апр;201;218.7;240.4;79.5;347.7;08.апр;73.1;23.сен;78.6;123.3;01.апр;02.апр;22.апр;02.май;06.июн;01.авг;01.сен;03.апр
16.04.2020;114.1;125.6;228.5;64;269.8;36.8;28.июл;47.9;03.мар;95;337.4;219.1;439.5;12.янв;18.апр;199.4;223.4;243.4;80.4;349;07.авг;71.7;23.май;80.9;126.7;01.апр;02.апр;22.авг;02.май;06.июл;01.июл;01.сен;03.мар
17.04.2020;111.7;124.3;227.1;59.8;267.3;35.7;28;46.4;03.янв;92.2;332.8;216.5;442.2;09.сен;18.фев;197.4;215.9;244;78.3;344.7;07.фев;70.8;23.июн;85.1;129;01.апр;02.мар;22.май;02.апр;06.июн;01.июн;01.сен;03.фев
18.04.2020;112.3;116.8;217.2;58.1;273.1;33.4;25.янв;45.3;02.авг;94;325.8;217.7;429.6;09.май;17.сен;195;220.5;231.5;72.3;319.5;07.апр;73.3;23.июн;83.3;121.8;01.фев;02.апр;22.май;02.апр;06.мар;01.апр;01.авг;03.фев
19.04.2020;102.8;123.4;229.6;69.1;268;38.1;29;49.6;03.июл;81.3;326.3;237.7;408.3;10.авг;18.фев;164;174;213.1;71.1;296.5;7;73.5;22.авг;74.2;123.7;01.апр;02.фев;23.июн;02.сен;06.фев;02.янв;02.янв;03.июн
20.04.2020;105.2;126.5;239.7;69.4;274.7;38.7;30.апр;50.8;03.июл;82.3;332.1;239.3;421.6;11.июл;18.апр;166.7;180;218.6;73.6;303.4;07.фев;74.3;23.июн;72.9;129.7;01.апр;02.мар;23.апр;02.авг;06.мар;01.сен;02.фев;03.июл
21.04.2020;105.8;125.3;234.3;69.1;259.3;39.8;29.июл;51;03.июн;81;327.1;236.5;424.1;12.мар;18.мар;165.9;183.6;223.4;74.5;310.3;07.мар;75;23.июл;74.8;132.3;01.май;02.фев;23.июл;02.сен;06.фев;01.авг;02.фев;03.сен
22.04.2020;92.4;129.7;226.4;68.7;221.2;37.1;26.фев;29.фев;03.июн;83.4;320.1;213.7;414.1;12.мар;18.май;169.2;187.4;223.3;74.9;311.4;07.апр;73.4;23.июн;73.6;129.6;01.апр;02.фев;23.сен;02.сен;06.фев;2;02.янв;03.авг
23.04.2020;100.2;115;234.3;70;231;33.6;26.фев;35.9;03.июл;83;320.1;226.3;400;12.мар;18.мар;172.9;188.7;229.9;74.8;318.9;07.июн;55.7;20.авг;74.9;131;01.мар;02.мар;23.июн;02.май;06.апр;01.авг;02.фев;03.июл
24.04.2020;104.3;120;229.4;65.8;248;39.2;28.июн;42.8;03.апр;80.7;314.9;230.6;389.6;12.мар;18.янв;172.6;185.4;215.2;73.4;313.6;07.апр;55;20;72.4;124;01.мар;02.янв;23.фев;02.авг;06.янв;01.авг;02.янв;03.авг
25.04.2020;97.3;111.6;227.8;63.1;252.2;36.4;27.июн;46.4;03.фев;82;301;231;381.5;12.мар;18;167.2;182.5;205.1;66.6;291;06.июл;70.3;22.янв;72.1;111.6;01.янв;2;22.янв;02.авг;06.фев;01.июл;02.янв;03.авг
26.04.2020;181.3;189.3;261.8;135.5;412.6;45.8;30.мар;42.6;06.май;85.5;390.7;216.9;500.4;12.мар;17.июн;174.6;154.4;175.5;79.6;328.4;9;93.8;19.июн;80.5;152.9;01.фев;02.фев;28.мар;02.апр;05.сен;01.авг;02.янв;4
27.04.2020;162.6;184.2;268.1;131.8;444.2;46.6;28.янв;42.4;05.фев;90.6;394.8;223;495.4;12.мар;17.июн;183.4;154.8;197.4;82.5;343.5;09.янв;104.1;24.авг;88.1;167.4;01.янв;02.фев;26.июн;02.май;05.авг;01.сен;02.янв;04.май
28.04.2020;186.4;189.4;271.3;131.2;471.8;47.5;30.апр;47.6;05.сен;92.1;387.9;227.5;492.8;12;17.май;193.4;168.2;199.3;75.9;324.2;08.авг;109.2;26.июл;89.1;155;01.янв;02.янв;29.сен;02.авг;6;01.июл;02.янв;05.мар
29.04.2020;198.8;185.1;270.4;134.4;431.1;42.1;29;47.5;05.июл;89.6;395;227.6;494.2;11.сен;17.июн;184.1;160.9;175.5;77.8;331.6;9;104.2;27.май;81.3;155.6;01.фев;02.янв;31.2;02.июл;6;01.июл;02.фев;05.янв
30.04.2020;186;183.5;275.2;129.2;381.6;41.9;30.июн;47.9;05.июл;85.1;400.8;223.5;485.7;11.сен;17.май;187.5;159.9;179.1;79.1;339.9;09.фев;104.5;25.авг;89.4;160.6;01.фев;2;30.мар;02.апр;05.авг;01.авг;02.янв;5
01.05.2020;190.3;187.4;271;129;433.9;46.1;30.янв;47.5;05.июл;85.6;398.1;219.8;472.7;11.сен;17.апр;187.2;144;180.8;78.7;337.3;09.фев;107.1;26.авг;88;166.4;01.фев;2;31.янв;02.мар;05.сен;01.июл;02.янв;04.сен
02.05.2020;188.4;179.9;264.9;123.8;443.4;42.7;26.авг;46;06.янв;90;387.1;219.9;461.6;11.сен;17.янв;189.7;156;173.7;65.8;312;08.фев;105.8;27;91.6;174.5;1;02.фев;29.мар;02.фев;6;01.июн;02.мар;04.июн
03.05.2020;88.2;89.5;187.7;64.8;282.8;21.фев;16.янв;37.8;02.сен;77.3;289.9;191;414.1;09.апр;6;163.9;141.8;184;69.1;250;05.авг;81.8;23.июл;78.2;103.2;1;01.мар;21.апр;02.мар;4;01.май;02.янв;03.сен
04.05.2020;91.2;91;171.6;61.2;280;22.мар;17.июн;38.7;3;72.1;294.1;178.5;416.5;10.май;06.июл;167.5;144.6;195.8;74;263.3;06.апр;84.7;23.май;76.2;120.1;01.мар;01.апр;24.июн;02.май;04.мар;01.май;02.янв;03.июн
05.05.2020;100.5;108.2;185.3;65.8;260.8;25.мар;18.апр;40.7;03.фев;70.8;294.8;174.6;421.3;10.июн;07.мар;170.6;146.9;204.2;72.4;271.8;06.июн;70.8;22.июн;80.6;127;01.апр;01.мар;22.авг;02.апр;04.мар;01.мар;2;03.апр
13.05.2020;105.4;106.9;178.8;68.5;269.3;25.мар;19.сен;39.2;03.мар;70.8;300.2;181.1;431.5;10.апр;07.май;171.9;146.1;204;68.1;279.6;06.сен;74.7;18.янв;69.7;107.4;01.мар;01.авг;21.сен;02.мар;04.апр;01.июн;02.янв;03.мар
14.05.2020;112.9;109.1;192.5;65.7;257.6;22.июл;17.апр;41.9;03.фев;65.6;303.6;186.8;427.2;10.июн;07.июн;171.7;141.8;205.2;69.8;281.7;07.мар;71.3;21.май;72.6;116;01.фев;01.сен;21.авг;02.фев;04.июн;01.июл;2;01.апр
15.05.2020;121.1;120.2;208.7;71.8;300.3;26.май;19.фев;44.1;03.мар;68.2;304;197.2;428.6;10.июн;07.сен;174.8;145.4;199.3;71.3;288.1;07.апр;76.1;22.сен;73.6;112.9;01.мар;01.июл;23;02.фев;04.авг;01.май;02.янв;03.мар
16.05.2020;129.2;126.3;214.8;75;316.6;28;19.июн;42.9;03.апр;67.9;302.8;197.3;432.1;10.апр;07.авг;177.3;147.8;205.6;72.7;292.4;07.мар;85.7;22.авг;74.7;130.7;01.апр;01.авг;25;02.мар;04.сен;01.июл;02.фев;04.июн
17.05.2020;113;123.6;245.1;70.7;283.5;38.3;30.2;50.2;04.янв;80.9;332.1;270.1;459.1;09.май;18.апр;184.4;208.6;233.6;73.3;298.9;07.фев;77.3;25.авг;76;113.4;2;02.фев;22.апр;02.июл;06.июл;01.июл;02.мар;03.апр
18.05.2020;120.2;128.5;249;69.8;287.4;39.3;30.июл;53.6;04.фев;77.7;333.9;265;464.5;10;18;180.6;215.2;233.9;74.3;311.3;07.мар;77.8;25.фев;69.9;121.4;01.сен;02.фев;22.мар;02.июл;06.май;01.июл;02.мар;03.май
19.05.2020;120.5;131.6;250.3;71.7;290.9;39.3;30.янв;50.2;04.янв;74.1;332.6;262.7;464.8;10;18.янв;184.6;228.9;239.1;75.6;311;07.май;77.4;25.фев;68.9;119.9;2;02.мар;22.июл;02.июл;06.июн;01.авг;02.апр;03.янв
20.05.2020;123.8;131.6;251.7;70.7;292;39.4;30.май;49.7;04.янв;75.6;337;267.7;463.7;09.авг;18.фев;189.5;226.2;239.5;75.4;312.9;07.май;77;25.янв;71;120.7;2;02.мар;22.авг;02.июл;06.сен;01.июн;02.мар;03.июн
21.05.2020;126;133;249.7;73.4;295.5;40.1;31.янв;51.1;04.фев;71.8;337.3;267.7;452.7;09.июн;17.сен;188.1;226.7;238.3;75.4;314.7;07.май;79.6;25.июл;72;121.4;02.янв;02.фев;23.сен;02.мар;06.июл;01.июн;02.янв;03.июл
22.05.2020;127.2;131.6;247.4;62;295.4;39.2;30.мар;50.7;03.сен;72.8;333.9;266.9;449.6;09.июн;18;187.4;220.6;230.7;73.4;314.6;07.июн;76.4;25.апр;77;120.2;01.сен;2;23;02.апр;06.июл;01.июл;02.фев;03.апр
23.05.2020;121.6;122.9;243.3;72.1;286.3;35.6;27.май;49.9;03.май;69.3;318.9;261.6;428.1;08.мар;17.июл;180.5;192.9;214.3;67;295.9;06.сен;75.9;25.апр;84.3;111.2;1;02.июл;20.сен;02.янв;06.апр;01.июн;02.фев;03.апр
01.06.2020;100.2;109.1;210.4;60.8;240.5;33;28.мар;44.3;03.апр;71.7;330.3;248.2;437.4;12.апр;18.фев;151.6;157.3;167.4;70;230.6;06.апр;65.3;23.июл;85.4;108.5;01.май;02.мар;23.апр;02.апр;6;01.июн;02.фев;02.июн
02.06.2020;102.1;115.8;217.5;62.5;239.9;35;28.апр;44.4;03.май;71.9;331.3;250.3;439.8;12.апр;18.май;152.6;156;165;69.8;242.5;06.май;66.1;23.июн;86;110.9;01.июл;02.мар;22;02.мар;6;01.июл;02.фев;03.апр
03.06.2020;107.9;118.6;220.4;62.6;245;35.4;29.июн;45.3;03.фев;71.5;330.8;251.9;445.8;12.апр;18.авг;153.2;165.9;172.9;70.2;251.7;06.май;65.1;23.авг;79.4;110.1;01.июл;02.янв;22.фев;02.май;6;01.июл;02.фев;03.мар
04.06.2020;112;119.4;222.7;63.5;250.4;35.3;29.сен;46.4;03.май;73.1;336.3;253.1;449.6;12.апр;18.сен;156.4;172.5;174.5;69.8;254.2;06.июл;66.2;24.апр;75.1;110.4;01.июн;02.янв;21.май;02.мар;05.сен;01.авг;02.фев;03.апр
05.06.2020;114;121.6;225.4;65;249.4;36.1;30.апр;45.9;03.июн;72.8;331.9;253.3;441.9;12.май;18.июл;156;181.5;179.9;68.7;257.7;06.июн;67.6;23.авг;75.8;110.8;01.июл;02.фев;22.июн;02.апр;6;01.авг;02.фев;03.сен
01.07.2020;113.8;120.5;223.2;62;248.3;35;30;46.4;03.апр;72.5;325.8;255.1;434.6;12.мар;18.июн;155;181.7;177.1;69.8;250.4;06.июл;66.8;23.авг;74;114.1;01.июл;02.мар;21.май;02.фев;6;01.авг;02.фев;03.июл
02.07.2020;108.5;109;219.8;59.3;242.3;32.1;26.апр;45.4;03.янв;73;312;252.3;421.6;12.мар;18.фев;150.3;175.6;169.7;64.7;229;06.фев;67.6;24.мар;73.8;107.6;01.апр;02.янв;21.янв;02.май;06.янв;01.июл;02.фев;03.май
03.07.2020;235.3;204.6;203.2;122.8;425.6;41.1;29.май;39.5;06.фев;90;289.7;186.4;369.2;08.авг;17.апр;157.2;161.9;171.9;64.9;276.8;7;121.4;24.фев;94.8;171.8;0.9;02.май;35.5;02.апр;5;01.июл;2;04.июл
04.07.2020;242.9;215.7;212.6;129.2;434;43.9;30.июл;41.2;06.май;89.7;297.9;185.2;395.5;08.авг;18.мар;153.6;168.5;174.9;65.9;286.3;07.янв;117;25.апр;91.1;178.4;0.9;02.апр;36.1;02.май;04.сен;01.июл;02.апр;5
